연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2026(2027),고3,한국사,6월모평,11,10한사1-03-02,개항기,자료 제시형,박물관 웹 소장품,"광무개혁, 명시력, 구본신참, 대한제국",1,지계 발급,output/images/mock/2026(2027)_고3_한국사_6월모평_11.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,12,10한사2-01-05,일제강점기,챗봇형,학습 챗봇·동상 질의,"이봉창, 한인 애국단, 김구, 일왕 의거",5,윤봉길 홍커우 공원 의거 계획,output/images/mock/2026(2027)_고3_한국사_6월모평_12.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,13,10한사2-01-01,일제강점기,실내전시형,전시 해설·기념 엽서,"토지 조사 사업, 1910년대, 산업 침탈",3,헌병 경찰제,output/images/mock/2026(2027)_고3_한국사_6월모평_13.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,14,10한사2-01-03,일제강점기,자료 제시형,회고록,"3·1 운동, 탑골 공원, 독립 선언서, 태화관",4,대한민국 임시 정부 수립,output/images/mock/2026(2027)_고3_한국사_6월모평_14.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,15,10한사2-01-03,일제강점기,수업형,교사 설명·신문 시평,"신간회, 이상재, 민족·사회주의 연대",3,광주 학생 항일 운동 지원,output/images/mock/2026(2027)_고3_한국사_6월모평_15.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,16,10한사2-02-01,현대,자료 제시형,유엔 결의문,"유엔 한국 임시 위원단, 총선거, 점령군 철수",2,5·10 총선거 실시 배경,output/images/mock/2026(2027)_고3_한국사_6월모평_16.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,17,10한사2-01-04,일제강점기,대화형,학생 2인 대화·신문 기사,"국가 총동원법, 중일 전쟁, 물자 수탈",4,황국 신민 서사 암송,output/images/mock/2026(2027)_고3_한국사_6월모평_17.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,18,10한사2-02-04,현대,역사 신문형,협정 조인 기사,"한일 협정, 박정희 정부, 1965",4,제1차 경제 개발 5개년 계획,output/images/mock/2026(2027)_고3_한국사_6월모평_18.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,19,10한사2-02-03,현대,자료 제시형,특별법 조문,"5·18 민주화 운동, 광주, 1980, 신군부",4,신군부 권력 장악에 대한 저항,output/images/mock/2026(2027)_고3_한국사_6월모평_19.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2026(2027),고3,한국사,6월모평,20,10한사2-03-03,현대,수업형,모둠 토론·학습 주제,"김대중 정부, 남북 정상 회담, 금강산 관광",3,6·15 남북 공동 선언,output/images/mock/2026(2027)_고3_한국사_6월모평_20.png,input/pdf/모평/(2027)한국사(6월모평)검사지.pdf,2026-07-12T11:53:57+09:00
2025(2026),고3,한국사,6월모평,1,10한사1-01-01,삼국시대 이전,영상자료형,디딤 영상,"청동기 시대, 비파형 동검, 반달 돌칼, 군장",3,청동기 시대에는 지배층의 무덤으로 고인돌이 축조되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_1.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,2,10한사1-01-01,삼국시대,자료 제시형,디지털 아카이브,"신라, 삼국사기, 화랑, 단양 신라 적성비",2,단양 신라 적성비는 신라의 영토 확장과 지방 지배를 보여 주는 문화유산이다.,output/images/mock/2025(2026)_고3_한국사_6월모평_2.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,3,10한사1-01-02,고려,수업형,학생 발표 수업,"태조 왕건, 훈요 10조, 서경 중시, 북진 정책",1,태조 왕건은 후삼국을 통일하고 고려를 세웠다.,output/images/mock/2025(2026)_고3_한국사_6월모평_3.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,4,10한사1-01-02,고려,자료 제시형,문헌 자료,"원 간섭기, 고려 왕실과 원 황실 혼인, 권문세족",2,원 간섭기 고려에서는 권문세족이 대농장을 확대하였다.,output/images/mock/2025(2026)_고3_한국사_6월모평_4.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,5,10한사1-03-01,개항기,자료 제시형,영화 정보 웹페이지,"신미양요, 광성보, 어재연, 로저스 원정",3,제너럴 셔먼호 사건을 구실로 한 미국 침략(신미양요),output/images/mock/2025(2026)_고3_한국사_6월모평_5.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,6,10한사1-01-03,조선,답사형,모바일 스탬프 투어,"성종, 선릉, 홍문관, 경연, 삼강행실도 언해",2,성종 대에 경국대전이 완성되어 조선 통치 체제가 정비되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_6.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,7,10한사1-02-02,조선,자료 제시형,도면과 설명 자료,"선혜청, 대동법, 숙천제아도",1,대동법 시행은 공인의 성장을 촉진하였다.,output/images/mock/2025(2026)_고3_한국사_6월모평_7.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,8,10한사1-03-02,개항기,자료 제시형,전문 자료,"갑신정변, 김옥균, 박영효, 일본 공사",2,갑신정변 이후 조선과 일본 사이에 한성 조약이 체결되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_8.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,9,10한사1-03-04,개항기,자료 제시형,독립운동 소개 자료,"국채 보상 운동, 국채 보상 기성회 취지서, 경제적 구국 운동",5,국채 보상 운동은 여러 언론의 지원을 받으며 국채 상환 모금 운동으로 전개되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_9.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,10,10한사2-01-01,일제강점기,수업형,교사 설명 수업,"무단 통치, 헌병 경찰 제도, 조선 태형령",1,1910년대 무단 통치 시기에는 제복을 입고 칼을 찬 교원이 학교 현장에 있었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_10.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,11,10한사1-03-02,개항기,계획서형,역사 탐방 계획서,"동학 농민 운동, 전봉준, 보국안민, 제폭구민",2,동학 농민 운동 과정에서 전주 화약 뒤 집강소가 설치되어 폐정 개혁이 추진되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_11.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,12,10한사1-03-02,개항기,자료 제시형,문서 자료관 웹페이지,"대한제국, 광무개혁, 대한예전, 환구단",1,대한제국은 황제권 강화와 군제 정비를 위해 원수부를 설치하였다.,output/images/mock/2025(2026)_고3_한국사_6월모평_12.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,13,10한사2-01-03,일제강점기,자료 제시형,신문 조서 문서,"3·1 운동, 탑골 공원, 독립 선언서, 만세 시위",5,3·1 운동은 대한민국 임시 정부 수립에 영향을 주었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_13.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,14,10한사2-01-05,일제강점기,역사 신문형,중국 신문 사설,"한인 애국단, 이봉창 의거, 일왕 저격 사건",4,한인 애국단에는 윤봉길이 가입해 상하이 훙커우 공원 의거를 일으켰다.,output/images/mock/2025(2026)_고3_한국사_6월모평_14.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,15,10한사2-01-04,일제강점기,자료 제시형,선언서 인용 자료,"정우회 선언, 민족주의 세력과 사회주의 세력 제휴, 신간회",1,정우회 선언은 민족주의와 사회주의 세력이 연대한 신간회 창립의 배경이 되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_15.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,16,10한사2-01-01,일제강점기,자료 제시형,사진과 설명 자료,"민족 말살 통치, 황국 신민 체조, 황국 신민 서사",4,중일 전쟁 이후 침략 전쟁 확대 속에서 국가 총동원법이 시행되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_16.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,17,10한사2-02-02,현대,자료 제시형,해설 첨부 문서 자료,"6·25 전쟁, 북한 남침, 유엔군 참전",4,6·25 전쟁 중 전세 전환을 가져온 인천 상륙 작전이 전개되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_17.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,18,10한사2-02-04,현대,자료 제시형,담화문 자료,"경제 개발 5개년 계획, 중화학 공업화, 수출 증대",2,박정희 정부는 산업화 과정에서 농촌 근대화를 내세운 새마을 운동을 전개하였다.,output/images/mock/2025(2026)_고3_한국사_6월모평_18.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,19,10한사2-02-03,현대,자료 제시형,성명서 자료,"6월 민주 항쟁, 이한열, 4·13 호헌 조치",4,6월 민주 항쟁의 결과 대통령 직선제 개헌이 이루어졌다.,output/images/mock/2025(2026)_고3_한국사_6월모평_19.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,6월모평,20,10한사2-03-03,현대,자료 제시형,정부 입장문과 연표,"6·15 남북 공동 선언, 남북 정상 회담, 남북 관계 개선",5,6·15 남북 공동 선언은 남북 기본 합의서 이후 10·4 남북 공동 선언 이전에 채택되었다.,output/images/mock/2025(2026)_고3_한국사_6월모평_20.png,input/pdf/모평/(2026)한국사(6월모평)검사지.pdf,2026-07-12T13:55:22+09:00
2025(2026),고3,한국사,9월모평,1,10한사1-01-01,삼국시대 이전,계획서형,태블릿 답사 계획서,"고인돌, 청동기 시대, 고창·화순·강화",3,청동기 시대를 대표하는 비파형 동검이 제작되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_1.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,2,10한사1-01-01,삼국시대,수업형,학생 발표 수업,"백제, 성왕, 사비 천도, 관산성 전투",1,백제가 한강 유역 세력 통합 과정에서 마한을 복속하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_2.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,3,10한사1-01-01,남북국시대,자료 제시형,문헌 자료 제시,"통일 신라, 9주 5소경, 지방 제도",2,신라는 신분 질서를 규정한 골품제를 운영하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_3.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,4,10한사1-02-01,고려,자료 제시형,문헌 자료와 연표,"서희, 거란 1차 침입, 강동 6주",1,서희의 외교 담판은 고려 건국 이후 귀주 대첩 이전에 전개되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_4.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,5,10한사1-01-04,조선,자료 제시형,문헌 자료 제시,"정조, 수원 화성, 현륭원, 규장각",1,조선 후기 수취 제도 개편으로 대동법이 시행·운영되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_5.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,6,10한사1-02-01,조선,자료 제시형,문헌 자료 제시,"대마도 정벌, 삼포 개항, 교린 정책",2,조선은 일본과 여진을 대상으로 교린 외교와 제한적 무역 통제를 시행하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_6.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,7,10한사1-03-01,개항기,자료 제시형,웹페이지 자료,"흥선 대원군, 남연군 묘, 오페르트 도굴 사건, 통상 수교 거부 정책",4,흥선 대원군은 왕권 강화를 위해 경복궁 중건을 추진하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_7.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,8,10한사1-03-01,개항기,자료 제시형,문헌 자료 제시,"병인양요, 정족산성 전투, 양헌수, 프랑스군",5,프랑스군은 병인양요 당시 강화도의 외규장각 도서를 약탈하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_8.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,9,10한사2-01-03,일제강점기,카드형,인물 소개 카드,"박은식, 유교 구신론, 한국통사, 대동단결 선언",3,박은식은 민족주의 역사학의 관점에서 한국독립운동지혈사를 저술하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_9.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,10,10한사1-03-02,개항기,실내전시형,전시 해설,"독립협회, 서재필, 독립문, 독립 협회 회원증",3,독립협회는 민중 계몽과 정치 개혁 요구를 위해 만민 공동회를 개최하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_10.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,11,10한사1-03-01,개항기,역사 신문형,신문 기사 자료,"조미 수호 통상 조약, 주미 대한 제국 공사관, 미국 국가 사적지",4,조미 수호 통상 조약에는 미국에 대한 최혜국 대우 조항이 포함되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_11.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,12,10한사1-03-04,개항기,자료 제시형,해외 신문 기사 자료,"을사늑약, 고종, 헐버트, 뉴욕타임스",3,고종은 을사늑약의 부당함을 알리기 위해 헤이그 특사를 파견하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_12.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,13,10한사2-01-03,일제강점기,자료 제시형,탐구 활동 보고서,"의열단, 김익상, 김상옥, 조선 총독부 투탄",4,의열단은 신채호가 작성한 조선 혁명 선언을 활동 지침으로 삼았다.,output/images/mock/2025(2026)_고3_한국사_9월모평_13.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,14,10한사2-01-01,일제강점기,수업형,교사 설명 수업,"회사령, 조선 총독부, 무단 통치",2,1910년대 무단 통치기에는 교원이 제복을 입고 칼을 찬 모습이 나타났다.,output/images/mock/2025(2026)_고3_한국사_9월모평_14.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,15,10한사2-01-05,일제강점기,자료 제시형,온라인 수업 게시판,"한국광복군, 대한민국 임시 정부, 지청천, 국내 진공 작전",3,한국광복군은 연합군과 함께 인도·미얀마 전선에 투입되어 항일전을 전개하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_15.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,16,10한사2-01-04,일제강점기,영상자료형,방송 뉴스 자료,"형평 운동, 백정 차별, 강상호, 조선 형평사",1,형평 운동은 조선 형평사가 백정 차별 철폐를 목표로 주도하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_16.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,17,10한사2-02-01,현대,자료 제시형,사진 자료 제시,"5·10 총선거, 제헌 국회, 대한민국 정부 수립",4,제헌 국회는 친일 청산을 위해 반민족 행위 처벌법을 제정하였다.,output/images/mock/2025(2026)_고3_한국사_9월모평_17.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,18,10한사2-02-02,현대,자료 제시형,사료 해설 자료,"6·25 전쟁, 정전 협정, 군사 분계선",3,6·25 전쟁 중 대통령 직선제 도입을 위한 발췌 개헌안이 통과되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_18.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,19,10한사2-02-04,현대,실내전시형,전시 공간 해설,"전태일 분신 사건, 평화 시장, 노동 조건",4,박정희 정부 시기에 농촌 근대화와 동원을 표방한 새마을 운동이 시작되었다.,output/images/mock/2025(2026)_고3_한국사_9월모평_19.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,9월모평,20,10한사2-03-03,현대,역사 신문형,신문 기사 비교,"7·4 남북 공동 성명, 6·15 남북 공동 선언, 남북 정상 회담",5,"1991년 남북 기본 합의서가 채택되어 화해와 불가침, 교류 협력의 원칙이 합의되었다.",output/images/mock/2025(2026)_고3_한국사_9월모평_20.png,input/pdf/모평/(2026)한국사(9월모평)검사지.pdf,2026-07-12T13:55:27+09:00
2025(2026),고3,한국사,수능,1,10한사1-01-01,삼국시대 이전,실내전시형,박물관 전시 해설,"구석기 시대, 석장리 유적, 주먹도끼",3,구석기 시대 사람들의 사냥과 채집 중심 이동 생활,output/images/mock/2025(2026)_고3_한국사_수능_1.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,2,10한사1-01-01,남북국시대,자료 제시형,유물 사진과 해설,"발해, 문왕, 효의 황후 묘지",3,발해의 유학 교육 기관인 주자감 설치,output/images/mock/2025(2026)_고3_한국사_수능_2.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,3,10한사1-01-02,고려,자료 제시형,문헌 자료,"왕건, 훈요 10조, 정계, 계백료서",1,왕건의 고려 건국과 후삼국 통일 기반 마련,output/images/mock/2025(2026)_고3_한국사_수능_3.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,4,10한사1-01-02,고려,자료 제시형,연표 자료,"공민왕, 반원 정책, 쌍성총관부 수복",5,원 간섭 기구인 정동행성 이문소 폐지와 왕권 회복,output/images/mock/2025(2026)_고3_한국사_수능_4.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,5,10한사1-01-03,조선,자료 제시형,편지 자료와 해설,"이성계, 정도전, 조선 건국",2,이성계의 위화도 회군을 통한 정치적 주도권 장악,output/images/mock/2025(2026)_고3_한국사_수능_5.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,6,10한사1-02-02,조선,자료 제시형,유물 사진과 설명문,"대동법, 선혜청, 공납",5,조선 후기 상품 화폐 경제 확대와 상평통보의 전국 유통,output/images/mock/2025(2026)_고3_한국사_수능_6.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,7,10한사1-03-02,개항기,자료 제시형,사료 비교,"임오군란, 갑신정변, 김옥균",4,임오군란 이후 일본 배상과 공사관 경비를 규정한 제물포 조약 체결,output/images/mock/2025(2026)_고3_한국사_수능_7.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,8,10한사1-03-01,개항기,영상자료형,방송 화면 해설,"신미양요, 어재연 수자기, 광성보",5,서양 세력 배척 의지를 드러낸 척화비 건립,output/images/mock/2025(2026)_고3_한국사_수능_8.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,9,10한사1-03-02,개항기,역사 신문형,신문 기사,"갑오개혁, 신분제 폐지, 백정 차별",3,갑오개혁에서 전통 관료 선발 제도인 과거제 폐지,output/images/mock/2025(2026)_고3_한국사_수능_9.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,10,10한사1-03-04,개항기,자료 제시형,지도와 행적 자료,"안중근, 을사늑약, 하얼빈 의거",1,을사늑약 이후 대한제국 통감부 설치,output/images/mock/2025(2026)_고3_한국사_수능_10.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,11,10한사2-01-01,일제강점기,자료 제시형,포스터 해설 자료,"조선 박람회, 문화 통치, 보통 경찰제",3,일제의 식민지 농업 수탈 정책인 산미 증식 계획 시행,output/images/mock/2025(2026)_고3_한국사_수능_11.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,12,10한사1-03-04,개항기,자료 제시형,외교 문서,"황무지 개간권 요구, 하야시 공사, 보안회",2,보안회의 일본 황무지 개간권 요구 반대 운동,output/images/mock/2025(2026)_고3_한국사_수능_12.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,13,10한사2-01-03,일제강점기,자료 제시형,디지털 자료관 화면,"대한민국 임시 정부, 파리 위원부, 구미 위원부, 자유 한국",4,대한민국 임시 정부의 연통제와 교통국 운영,output/images/mock/2025(2026)_고3_한국사_수능_13.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,14,10한사2-01-04,일제강점기,자료 제시형,호소문 자료,"민립 대학 설립 운동, 조선 민립 대학 기성회, 이상재",5,이상재 등을 중심으로 한 민립 대학 설립 모금 운동,output/images/mock/2025(2026)_고3_한국사_수능_14.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,15,10한사2-01-05,일제강점기,답사형,야외 유적 해설,"일제 침략 전쟁, 국가 총동원, 송진 채취",3,전시 동원 체제 아래 황국 신민화 교육을 받던 학생의 모습,output/images/mock/2025(2026)_고3_한국사_수능_15.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
